









Frequency of observations in the selected location(s).:
Number of taxa: 	854

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Cinnamon Teal	1.409E-4	1.207E-4	1.928E-4	3.96E-4	1.969E-4	1.616E-4	3.98E-5	1.946E-4	1.755E-4	3.91E-4	8.022E-4	0.0014621	0.0045058	0.0111024	0.0230377	0.0422616	0.055188	0.0665509	0.0630612	0.0528961	0.0350563	0.025763	0.0210389	0.0140842	0.0097263	0.0080578	0.0076981	0.0099909	0.0118406	0.0135076	0.014303	0.0130031	0.0110293	0.0086571	0.0062149	0.0049695	0.00285	0.0019635	0.0015561	9.41E-4	6.17E-4	2.925E-4	1.127E-4	3.53E-5	1.69E-4	4.32E-5	7.35E-5	1.811E-4	
Blue-winged x Cinnamon Teal (hybrid)	0.0	0.0	0.0	2.795E-4	3.609E-4	2.69E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34E-4	8.39E-5	1.398E-4	7.58E-5	2.127E-4	1.422E-4	2.566E-4	8.85E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	
Blue-winged/Cinnamon Teal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.35E-5	4.47E-5	6.29E-5	7.77E-5	5.69E-5	2.304E-4	1.016E-4	2.113E-4	1.991E-4	1.379E-4	1.451E-4	6.11E-5	4.968E-4	4.194E-4	5.946E-4	9.808E-4	0.0016269	0.0024899	0.0024191	0.0029309	0.0022334	0.0019662	0.0019031	0.0010037	7.883E-4	7.437E-4	3.458E-4	3.962E-4	1.028E-4	0.0	7.51E-5	3.53E-5	0.0	0.0	0.0	0.0	
Northern Shoveler	0.0533606	0.0518755	0.0518621	0.0571162	0.0484924	0.0413749	0.0369994	0.0502125	0.050604	0.0480888	0.0522979	0.0548539	0.0657796	0.0833687	0.0983823	0.1114029	0.1069824	0.0947486	0.0796189	0.0592195	0.0351005	0.0278084	0.0208938	0.013167	0.0117656	0.010514	0.0128614	0.0140511	0.0200054	0.0337691	0.0504989	0.0674303	0.0690435	0.0716046	0.0749651	0.0841391	0.0898645	0.0863331	0.0855523	0.0894661	0.0814739	0.080143	0.0786074	0.0688936	0.0610797	0.0582013	0.0468647	0.0511706	
Blue-winged Teal x Northern Shoveler (hybrid)	0.0	0.0	0.0	0.0	0.0	2.69E-5	1.99E-5	0.0	0.0	0.0	0.0	0.0	0.0	2.23E-5	0.0	0.0	5.69E-5	0.0	0.0	7.55E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Cinnamon Teal x Northern Shoveler (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77E-5	2.03E-5	4.53E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Gadwall	0.0653802	0.0639165	0.0694065	0.0718845	0.0682109	0.0587221	0.0509116	0.0698368	0.0744728	0.0745541	0.0774506	0.0822808	0.0870177	0.0899587	0.0940601	0.0998431	0.102148	0.1036811	0.1006054	0.0914853	0.0677239	0.0602822	0.0478816	0.0369125	0.029754	0.0284567	0.027976	0.0293339	0.03278	0.0374728	0.0414575	0.0494943	0.050983	0.0587217	0.0629516	0.0710666	0.0709153	0.075415	0.07708	0.0826317	0.0808569	0.0824179	0.0796214	0.0723224	0.0667399	0.0629506	0.06131	0.0601992	
Falcated Duck	0.0	0.0	0.0015	0.0015	6.56E-5	5.39E-5	0.0	0.0015	2.93E-5	0.0015	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eurasian Wigeon	0.0349555	0.0340103	0.0325825	0.0290939	0.0271006	0.025132	0.0208781	0.0272795	0.0269986	0.0301946	0.02994	0.026828	0.0230921	0.0194795	0.0125889	0.0082348	0.0047396	0.0026939	0.0014018	3.924E-4	8.85E-5	6.89E-5	5.562E-4	4.076E-4	5.752E-4	2.995E-4	9.39E-5	2.509E-4	6.327E-4	3.112E-4	3.629E-4	4.954E-4	7.721E-4	6.163E-4	0.0014273	0.0035497	0.0061547	0.0105611	0.0172903	0.0249356	0.0275578	0.0358791	0.0317359	0.0273595	0.0293993	0.0287984	0.0253621	0.0278877	
American Wigeon	0.20593	0.2111235	0.2060345	0.2058933	0.1946258	0.1840588	0.1537497	0.1964384	0.1919736	0.2043247	0.213953	0.2121404	0.2100347	0.2002904	0.1814272	0.1563524	0.1189831	0.0946068	0.0700703	0.0564275	0.0403866	0.0358292	0.0329367	0.0251111	0.0226946	0.0187815	0.019652	0.0180429	0.0202766	0.0245254	0.0350166	0.0585759	0.0845397	0.1159467	0.1391656	0.1706039	0.2004972	0.2206224	0.2413376	0.2615887	0.2564524	0.258206	0.2405543	0.2219512	0.2087945	0.2007254	0.1855841	0.188074	
Gadwall x American Wigeon (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25E-5	0.0	0.0	0.0	0.0	0.0	0.0	
Eurasian x American Wigeon (hybrid)	0.0010564	0.0015089	0.0013817	0.0014442	0.0018045	0.0015085	9.951E-4	0.0012326	0.0016088	0.0014135	0.0012421	0.001145	7.744E-4	3.798E-4	5.245E-4	3.418E-4	2.654E-4	8.86E-5	2.03E-5	6.04E-5	2.21E-5	2.3E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.76E-5	2.93E-5	5.95E-5	0.0	2.729E-4	7.14E-4	6.57E-4	0.0011391	0.0016452	0.0020799	0.0012018	0.0013432	8.87E-4	0.0011226	9.924E-4	0.0012418	
Eurasian/American Wigeon	9.39E-5	1.811E-4	1.928E-4	1.398E-4	2.625E-4	1.077E-4	1.99E-4	9.73E-5	5.85E-5	9.02E-5	2.07E-4	1.76E-5	1.173E-4	6.7E-5	2.1E-5	6.21E-5	0.0	0.0	4.06E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.76E-5	2.93E-5	0.0	4.9E-5	9.1E-5	8.92E-5	1.383E-4	1.238E-4	1.371E-4	1.3E-4	1.127E-4	3.53E-5	2.534E-4	1.727E-4	1.47E-4	1.035E-4	
Mallard	0.3684532	0.3809337	0.375245	0.3836944	0.3774402	0.3459218	0.3150625	0.3873301	0.4020242	0.4078674	0.4153038	0.4258486	0.4475969	0.4483413	0.4300581	0.4170693	0.3914156	0.3745458	0.350453	0.3097552	0.2511446	0.2239382	0.2056491	0.1852146	0.1854002	0.194764	0.2052823	0.2243157	0.2609141	0.2887644	0.3018748	0.3231785	0.3143905	0.3211058	0.3271878	0.3486744	0.3486038	0.3662462	0.3880628	0.4109053	0.4062382	0.4140721	0.407196	0.3896783	0.3741658	0.3672121	0.3569433	0.3477429	
Muscovy Duck x Mallard (hybrid)	2.35E-5	3.02E-5	0.0	0.0	6.56E-5	8.08E-5	1.99E-5	3.24E-5	2.93E-5	0.0	5.18E-5	1.76E-5	0.0	2.23E-5	8.39E-5	2.331E-4	0.0	5.32E-5	2.03E-5	1.51E-5	2.21E-5	0.0	0.0	2.04E-5	0.0	0.0	0.0	0.0	3.01E-5	9.34E-5	0.0	2.06E-5	2.76E-5	5.87E-5	2.97E-5	0.0	6.06E-5	1.19E-4	1.037E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	2.59E-5	
Northern Shoveler x Mallard (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	2.1E-5	0.0	0.0	0.0	2.03E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Gadwall x Mallard (hybrid)	1.409E-4	9.05E-5	1.285E-4	1.398E-4	0.0	5.39E-5	5.97E-5	9.73E-5	5.85E-5	2.105E-4	1.035E-4	8.81E-5	1.173E-4	4.47E-5	1.049E-4	9.32E-5	3.79E-5	1.77E-5	6.09E-5	0.0	0.0	2.3E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.97E-5	3.46E-5	1.486E-4	1.714E-4	9.75E-5	3.76E-5	1.414E-4	1.69E-4	4.32E-5	3.68E-5	5.17E-5	
American Wigeon x Mallard (hybrid)	4.7E-5	3.02E-5	0.0	0.0	0.0	0.0	0.0	3.24E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.76E-5	0.0	0.0	2.45E-5	3.03E-5	2.97E-5	3.46E-5	0.0015	0.0	0.0	3.76E-5	0.0	0.0	4.32E-5	0.0	2.59E-5	
Mallard/Mexican Duck	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.24E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48E-5	0.0	0.0	0.0	3.53E-5	0.0	0.0	0.0	0.0	
American Black Duck	7.512E-4	6.941E-4	7.712E-4	4.892E-4	2.297E-4	2.424E-4	1.393E-4	2.919E-4	1.755E-4	2.707E-4	1.553E-4	2.818E-4	9.39E-5	0.0	4.2E-5	7.77E-5	5.69E-5	5.32E-5	2.03E-5	1.51E-5	2.21E-5	9.19E-5	2.42E-5	0.0015	0.0015	0.0	3.13E-5	0.0	3.01E-5	3.11E-5	3.02E-5	4.13E-5	2.76E-5	5.87E-5	8.92E-5	4.9E-5	1.213E-4	5.95E-5	2.421E-4	9.9E-5	3.085E-4	2.925E-4	2.253E-4	3.535E-4	3.379E-4	6.045E-4	3.676E-4	4.657E-4	
Mallard x American Black Duck (hybrid)	1.174E-4	6.04E-5	6.43E-5	6.99E-5	3.28E-5	2.69E-5	3.98E-5	6.49E-5	0.0	6.01E-5	0.0	0.0	2.35E-5	4.47E-5	2.1E-5	4.66E-5	0.0	0.0	0.0	0.0	0.0	0.0	2.42E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.45E-5	3.03E-5	0.0015	0.0015	0.0	3.43E-5	6.5E-5	3.76E-5	0.0	0.0	0.0	3.68E-5	1.552E-4	
White-cheeked Pintail	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Pintail	0.0870484	0.0841959	0.0842839	0.0885628	0.0806457	0.0759078	0.0639877	0.083655	0.0892444	0.09717	0.0978936	0.094682	0.0892706	0.0860717	0.0746312	0.0665776	0.0486094	0.0366872	0.0230588	0.0147747	0.0092009	0.0101351	0.0095763	0.0080918	0.0066149	0.0062605	0.0068532	0.0073905	0.0108463	0.0222222	0.0422135	0.0747781	0.0915984	0.096725	0.1008653	0.1087175	0.1053573	0.1076635	0.1064735	0.1078645	0.091928	0.0922327	0.0848794	0.0800283	0.0738785	0.0699883	0.0649122	0.0725133	
Gadwall x Northern Pintail (hybrid)	9.39E-5	6.04E-5	9.64E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.43E-5	3.25E-5	7.51E-5	0.0	0.0	4.32E-5	3.68E-5	7.76E-5	
American Wigeon x Northern Pintail (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.04E-5	6.7E-5	0.0	0.0	0.0	0.0	0.0	1.51E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Mallard x Northern Pintail (hybrid)	6.338E-4	6.941E-4	8.033E-4	5.358E-4	5.906E-4	6.195E-4	4.18E-4	3.568E-4	6.728E-4	5.714E-4	5.952E-4	5.285E-4	5.632E-4	3.127E-4	1.679E-4	1.864E-4	7.58E-5	3.54E-5	2.03E-5	3.02E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.76E-5	5.87E-5	0.0	2.45E-5	3.03E-5	1.785E-4	2.421E-4	3.219E-4	3.77E-4	3.575E-4	7.887E-4	1.767E-4	4.224E-4	2.591E-4	4.411E-4	2.328E-4	
Green-winged Teal	0.103458	0.104083	0.1077086	0.1159562	0.1110929	0.1070736	0.0904387	0.1198871	0.1227075	0.1272744	0.1324656	0.1397418	0.155238	0.1685245	0.1742095	0.1740495	0.1267371	0.0839728	0.0556052	0.0399022	0.0265853	0.0240623	0.0237232	0.0199747	0.018459	0.0173137	0.0190887	0.0214188	0.0383839	0.0587302	0.0812821	0.1082766	0.1205504	0.1320284	0.1354783	0.1497221	0.1508959	0.1617481	0.1565461	0.1620691	0.1434447	0.1354241	0.126568	0.1160127	0.111557	0.1013773	0.0914872	0.0967792	
Blue-winged x Green-winged Teal (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Wigeon x Green-winged Teal (hybrid)	0.0	0.0	0.0	0.0	0.0	1.886E-4	0.0	0.0	0.0	0.0	2.59E-5	3.52E-5	7.04E-5	2.23E-5	1.259E-4	1.55E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25E-5	3.76E-5	0.0	0.0	0.0	0.0	0.0	
Mallard x Green-winged Teal (hybrid)	0.0	0.0	0.0	0.0	1.312E-4	2.694E-4	1.393E-4	1.622E-4	4.095E-4	2.105E-4	1.294E-4	1.762E-4	2.816E-4	1.564E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Pintail x Green-winged Teal (hybrid)	0.0	0.0	0.0	0.0	0.0	2.69E-5	5.97E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.66E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Anas sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.93E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.06E-5	0.0	0.0	2.97E-5	2.45E-5	0.0	0.0015	3.46E-5	0.0	3.43E-5	0.0	3.76E-5	3.53E-5	0.0	0.0	3.68E-5	0.0	
teal sp.	7.04E-5	3.02E-5	0.0	6.99E-5	3.28E-5	2.69E-5	5.97E-5	9.73E-5	5.85E-5	6.01E-5	5.18E-5	1.233E-4	1.643E-4	1.564E-4	1.049E-4	1.088E-4	9.48E-5	8.86E-5	4.06E-5	3.02E-5	2.21E-5	1.839E-4	4.84E-5	1.019E-4	5.23E-5	3.295E-4	2.816E-4	5.246E-4	9.641E-4	0.0010271	0.0010281	0.0016305	0.0010754	0.0010858	8.921E-4	9.058E-4	8.186E-4	4.462E-4	8.645E-4	3.714E-4	3.77E-4	9.75E-5	1.878E-4	7.07E-5	0.0	4.32E-5	3.68E-5	0.0	
dabbling duck sp.	0.0020424	0.002203	0.0022814	0.00198	0.0020342	0.0014007	0.0013534	0.0013624	0.0011993	0.0017142	0.001268	0.001374	0.0014081	0.0017648	0.0020352	0.0013828	0.0011185	0.0010811	7.517E-4	5.433E-4	2.654E-4	5.056E-4	7.013E-4	5.299E-4	8.367E-4	0.0010484	7.197E-4	0.0011861	0.0015968	0.0022098	0.0031751	0.004644	0.0055422	0.0051062	0.0047578	0.0067321	0.0073371	0.0060986	0.0079189	0.0042591	0.0038046	0.0034124	0.003906	0.0039943	0.0024077	0.0022452	0.0018746	0.0022248	
Red-crested Pochard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Mallard x Red-crested Pochard (hybrid)	0.0	0.0	0.0	0.0	3.28E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.02E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Canvasback	0.0124187	0.0143043	0.0149738	0.0161426	0.0140425	0.0116906	0.010031	0.0156346	0.0132799	0.0153379	0.0148794	0.01758	0.0179292	0.0171339	0.0141835	0.0119327	0.0100859	0.0073729	0.0063183	0.0048142	0.003384	0.0030796	0.0023457	0.0019567	0.0016995	0.0020968	0.0018463	0.0020073	0.0015968	0.0019919	0.0022679	0.0022704	0.0023162	0.0035509	0.0028249	0.0045044	0.0077313	0.0108288	0.0161491	0.0227318	0.0200171	0.0190445	0.0153234	0.0138565	0.013348	0.0126938	0.0113945	0.0124951	
Redhead	0.0097894	0.0103208	0.0110536	0.0104589	0.0085305	0.0082426	0.0071451	0.0098608	0.0105011	0.0119996	0.0138443	0.0197467	0.0259317	0.0248632	0.0225971	0.0240208	0.0261247	0.0325576	0.0343139	0.0295041	0.0226705	0.0195808	0.0161782	0.0126167	0.0107982	0.0103043	0.0093879	0.0099224	0.0102437	0.0099595	0.0097672	0.0091434	0.0079135	0.0089799	0.0091588	0.0107714	0.0123397	0.0127625	0.0150771	0.0183489	0.0182691	0.019142	0.0167505	0.0130081	0.0115316	0.0095851	0.0087113	0.0074764	
Canvasback x Redhead (hybrid)	0.0	0.0	0.0	0.0	0.0	2.69E-5	5.97E-5	0.0	0.0	6.01E-5	0.0	0.0	0.0	2.23E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Pochard	0.0	0.0	0.0	0.0	0.0	6.734E-4	1.99E-5	0.0	0.0	0.0	0.0	1.76E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.475E-4	0.0025539	6.363E-4	0.0	0.0	0.0	2.59E-5	
Ring-necked Duck	0.0850529	0.0817817	0.0835127	0.0874913	0.0858296	0.0730525	0.0638882	0.0852768	0.0885424	0.0932604	0.1006107	0.1122796	0.1236975	0.1281358	0.1232454	0.1153804	0.0913038	0.0742605	0.0538783	0.0441279	0.0327339	0.0289805	0.0256094	0.0227875	0.0186158	0.0163851	0.0165227	0.0153741	0.0162092	0.0177716	0.0192924	0.0227451	0.0241542	0.0304026	0.0395492	0.0481285	0.0629112	0.0662224	0.0734491	0.0843651	0.0828106	0.0781605	0.0825133	0.080099	0.0789051	0.074565	0.0752408	0.0762385	
Canvasback x Ring-necked Duck (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Tufted Duck	0.0011268	0.0015391	0.001221	0.0010482	0.0015092	8.889E-4	0.0014927	0.0011029	0.0019891	0.0015639	7.504E-4	0.0014268	4.694E-4	7.819E-4	4.406E-4	3.884E-4	2.844E-4	0.0015	6.09E-5	3.02E-5	2.21E-5	0.0	0.0	4.08E-5	7.84E-5	8.99E-5	1.252E-4	0.0	3.01E-5	0.0	3.02E-5	6.19E-5	0.0	0.0	0.0	2.45E-5	0.0	5.95E-5	3.46E-5	1.981E-4	1.371E-4	3.25E-4	7.136E-4	3.535E-4	2.112E-4	6.045E-4	3.676E-4	9.572E-4	
Greater Scaup	0.0448388	0.0452063	0.0428649	0.0459352	0.0411759	0.0368764	0.0293965	0.0400921	0.0427355	0.0452016	0.0426974	0.0381899	0.0381348	0.0399419	0.0357735	0.0314632	0.0254991	0.0201159	0.0141197	0.0099605	0.0049322	0.0032635	0.0029986	0.0026293	0.002876	0.0022765	0.0020966	0.0028285	0.0026814	0.0026455	0.0030844	0.0036533	0.0046875	0.0050769	0.0066609	0.0153982	0.0227087	0.0324567	0.0371395	0.0447702	0.0441474	0.0495288	0.0445805	0.0411099	0.0399594	0.0408877	0.0410571	0.0403311	
Ring-necked Duck x Greater Scaup (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	1.99E-5	0.0	2.93E-5	0.0	0.0	0.0015	0.0	2.23E-5	2.1E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Tufted Duck x Greater Scaup (hybrid)	0.0	0.0	0.0	0.0	2.625E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Lesser Scaup	0.0575627	0.0571868	0.057164	0.0636152	0.0620427	0.0550048	0.045498	0.0605599	0.0637669	0.0667048	0.0676172	0.0732794	0.0789449	0.07937	0.0809467	0.0743307	0.0616528	0.0497847	0.0424404	0.0340014	0.0247495	0.0216492	0.0218369	0.0184664	0.0154783	0.0140486	0.011641	0.0113595	0.0114188	0.0108932	0.0120956	0.0137049	0.0129594	0.0148492	0.019507	0.0238439	0.0326835	0.0361754	0.0426378	0.0525456	0.0542588	0.0561261	0.0513032	0.0462354	0.0441835	0.0455939	0.0420495	0.0462295	
Ring-necked Duck x Lesser Scaup (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.01E-5	0.0	0.0	0.0	0.0	2.1E-5	1.55E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.295E-4	0.0	0.0	
Tufted Duck x Lesser Scaup (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.35E-5	0.0	
Canvasback x scaup sp. (hybrid)	0.0	0.0	0.0	0.0015	3.28E-5	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Redhead x scaup sp. (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.43E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ring-necked Duck x scaup sp. (hybrid)	7.04E-5	3.02E-5	9.64E-5	0.0	0.0	0.0	3.98E-5	6.49E-5	5.85E-5	6.01E-5	0.0	1.76E-5	2.35E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.53E-5	4.22E-5	0.0	0.0015	2.59E-5	
Tufted Duck x scaup sp. (hybrid)	0.0	0.0	3.21E-5	2.33E-5	6.56E-5	0.0015	0.0015	0.0	2.93E-5	3.01E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
